protein.group	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
"[orf_trans_mod] CYS3/YAL012W SGDID:S000000010, Chr I from 130802-131986, Verified ORF, ""Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine"""	4786957.79719	5338869.699619999	5218012.236275	4270197.698425	5438277.717575	4948002.12775	4922467.733825	4110618.4811	3811965.794875	5760897.964950001	3219069.691525	3442760.988025	3047844.437175	4445345.953875	3827986.0781	4156935.209	2884417.0677	4852547.587575	4224963.0697	3786949.492	3505136.160075	4424186.56155	3224486.1519750007	4149419.064875	3384529.2764250007	5791607.174375	2793212.056225	3991650.670625	3596859.356	3359190.645025	4164892.5481	3421153.4134	4805045.6455500005	3692970.091675	5081164.2491500005	3828935.936375	2680322.9985	4610616.914175	4269810.841625	4526717.960074998	4010534.734725	4860896.506	5515794.796225	3923522.534425	4161128.211525	4296748.98875	5007121.2163	5542783.580875	5516381.064925	5018262.344275	6874822.263875	5356114.9866	7601368.89985	6096253.615200001	7242262.889374998	5747540.578775	4622968.59685	8169023.995825	4661561.675249998	5787617.860075	5258764.907125	3871577.47785	5520962.12975	4760159.403525	4958613.414425	6495094.789450001	7626852.56315	5965284.860874998	6404258.6793	5606805.8517	6827420.1371	4959674.43495	5958522.375975002	4820139.372625	3943479.8596	4457062.390575	4451536.7077	4382530.886975	6119871.79565	4289576.22255	3620911.049675	3157127.363325	3904421.181275	3847498.086925	4448077.347725	4526538.071925	4749171.45875	4592844.34	4551343.8517499985	3859405.3976	3527264.690725	3801542.387525	2838335.61165	2862747.319375	3915048.8989749993	4225851.09965	3809510.01425	5607654.096475	4835408.234925	5532956.437825	3575013.0449	3763247.22635	4465854.774250002	3991833.182175	4263552.16955	6387571.1475	4538936.464225
"[orf_trans_mod] TPD3/YAL016W SGDID:S000000014, Chr I from 124880-126787, Verified ORF, ""Regulatory subunit A of the heterotrimeric protein phosphatase 2A, which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and for transcription by RNA polymerase III"""	1196710.4242	994523.9278555557	720030.958075	1217143.2631750002	1163984.5294	1444027.2139	NA	306160.7907	592052.9529	NA	2749433.92845	953512.9221	794070.20375	799526.0041499998	772065.1583499998	1620235.2574	1041590.59795	542898.90315	1086043.541675	1122751.6066	937822.04015	1162148.3138	1534406.424575	1070075.982925	698154.8791333333	608151.078975	686782.1492499999	859073.507625	1558819.7653	1638434.7643750003	789537.16865	1682081.345125	415177.163925	578841.237025	453124.739675	1208471.405075	814550.72745	729022.9211249999	1092806.8248750002	329112.876175	869384.500075	2780974.974375	3019042.526625	3797714.474075	4635075.630625	3217538.31155	2789006.5394	3321018.767033333	1523405.65315	390146.38916666666	1649707.84525	1645800.4250750004	2616311.19215	1986352.8944	1844394.947975	2048826.6307	2015981.2162	1614777.4252999998	1076610.5829500002	2191173.880175	1662906.23325	1498630.517175	1579342.4839249996	1783435.42615	1991565.282675	1797673.8213749996	2610757.9172	2311221.16835	1634715.33785	1953610.850175	1610525.023025	2455981.022575	1675487.224125	903049.2754	772220.5245	847317.1200250002	831895.7046	827046.4068	632527.3640999999	793308.10625	938913.152225	1306108.199125	1352401.907275	1199373.7542	1015973.5889	1217998.708825	2395688.345575	738454.4000666668	524334.85405	2280747.715675	1623612.1274	1734386.7127	1197126.05735	697922.632	1267214.367175	1433007.8194666666	846594.03585	1146854.3641	940489.9591	1776607.0496	1692115.5113750002	1088143.291	1371358.7415666666	1876833.390125	1443713.713275	1492837.9379999996	414020.80755
"[orf_trans_mod] PSK1/YAL017W SGDID:S000000015, Chr I from 120226-124296, Verified ORF, ""One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status"""	1472748.63589	1223872.389	495017.1611666667	408027.89975	295260.3449	NA	NA	NA	700239.61425	NA	NA	663629.5615	NA	1277340.963575	NA	NA	NA	NA	NA	NA	782318.3332333333	1042057.747175	371605.20915	637168.9364	2652102.307625	720702.1737333331	1776406.714475	1722067.485675	1439232.8194499996	1705541.8680999996	NA	1270069.150825	249015.9792	NA	513891.13925	1691457.116575	1397045.304075	NA	1187515.6046000002	330831.4942	518997.063025	486458.64925	NA	567504.8846	334903.4687	NA	NA	NA	NA	NA	NA	NA	338969.05996666674	210925.35605	523070.4418	431980.977575	404224.88185	507012.1289	NA	673709.7663750001	531002.50805	547496.3478999999	679018.2701249999	657482.4481	356513.5283666666	181860.4994	278424.30825	273485.02435	221836.6894	NA	503933.9218	758177.650825	296953.72852500004	NA	NA	543746.5879	462631.6213	NA	781126.6728	758349.449	238491.8223	NA	NA	428861.9568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	536813.7464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"[orf_trans_mod] LTE1/YAL024C SGDID:S000000022, Chr I from 105873-101566, reverse complement, Verified ORF, ""Putative GDP/GTP exchange factor required for mitotic exit at low temperatures; acts as a guanine nucleotide exchange factor (GEF) for Tem1p, which is a key regulator of mitotic exit; physically associates with Ras2p-GTP"""	1480990.419014286	2259037.7182666664	2441376.7289	1478362.7511	2478812.6415	2154759.7924	2264123.8059	2443178.0153	NA	2237773.17465	2865300.0987250004	1544046.3254750003	NA	NA	NA	3370728.449925001	2467361.010475	NA	1555060.525975	2083168.3139	2278989.7105	2758074.3592000003	2467477.7783	1735923.4719500004	3415105.532425	1343161.60515	2298738.514025	3525040.08345	3028445.585425	3261977.682075001	2008557.8601	2829124.497425	1479045.7119	1343786.1816	1973641.6647	3104854.675675	3407415.072475	NA	1194895.8825	1553567.48435	1687846.7639	1600008.42385	NA	1449851.52205	1427506.6580499997	NA	1576700.9740000002	1389441.2849	1527796.51885	NA	2654965.332525	1100370.26655	1913257.332525	968268.9671	1552478.95965	2011899.42405	1635415.9609750004	1566688.0576666668	1099748.0492	1775129.532675	1737210.1966749998	1973533.7299	2192891.509275	1277245.3083666663	1983487.5037666669	894178.1153	1461739.6904666666	1984508.3505666668	1267633.8649666666	685386.0593	2007196.12195	2037541.457525	1060297.8534	2832964.3766500005	NA	1288113.9544666668	1843456.3145	2225654.9443	1596938.511425	1988118.080366667	1696031.7166666668	NA	NA	NA	NA	1201781.4758	2145946.4457500004	1418392.807875	NA	2473387.908625	1527320.25905	2928834.57525	2120625.278725	1766654.744875	2381341.233575	3225598.813325	NA	994534.7377	880793.3963	1256982.19155	NA	NA	1181114.0755	1778753.625166667	624475.751	1677247.717575	NA
"[orf_trans_mod] DRS2/YAL026C SGDID:S000000024, Chr I from 99698-95631, reverse complement, Verified ORF, ""Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vessicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease"""	21709020.8925	16558382.163560001	13261928.7866	16416533.91345	17467256.725525	17711919.069825	21221754.21055	22943337.602175	11455340.6115	26561868.545499995	12243258.013425	24749460.330775	12598789.2993	14290795.760775	11350283.0477	17580037.114825007	14559915.597075	14699753.702325	14158288.596325	16892517.010325	20642903.382325	16606370.687125	22679394.60055	22137896.35595	23898844.5613	16512786.2205	24653511.50625	33202662.242075	31540605.110125	38743843.91292501	15872142.0398	38359127.28285	12203480.727650002	12956797.8958	12226663.4345	22925406.4715	35392847.950500004	13332624.81965	15609231.6028	13847901.49485	19093758.642925	22784323.517925	5858473.195599998	16233159.888875	13442844.5559	8583514.9888	11648049.33305	7426178.060024999	10068856.517025	7926169.616675	20323878.41065	11388027.8678	15216824.904725	22414465.045225	14644412.918025002	21959257.779425	24380303.835225	20542941.58605	14638840.64085	18378262.20845	21081567.700625	16006809.588799998	20616008.597000007	23269327.66155	21048008.089675	9716269.9713	17871294.625775	19408603.71345	11574528.3524	10143446.37385	21975494.365875	18989513.596375	12027509.97905	13018880.109875	18460299.27295	24814123.11005	15421183.528025	20765260.570025	18861591.118150003	27630568.636775	20795967.72125	21192584.180375	10383412.600575	17018241.86285	11219016.128675	19078504.914925	22927984.677825004	9582719.2929	7465826.850749998	11156622.489124997	8893366.0816	24599418.525825	25863983.002375	10422793.14385	21438825.536625	24778707.362	24257722.515275	13563609.476625	14555699.4841	13708009.572925	6089095.206499998	13216600.272675	28231575.559600007	21600080.512	19840572.427325007	11108457.30845	10534420.505925
"[orf_trans_mod] MYO4/YAL029C SGDID:S000000027, Chr I from 92271-87856, reverse complement, Verified ORF, ""One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p"""	11013440.527630003	9333975.07193	4660138.830675	6999539.006750002	9263395.5276	9942605.95775	5935671.6159	9759992.4421	4496991.92395	6467796.1510000015	6580745.8093	9426266.925975	2871865.01165	7675307.9350999985	3206099.009525	9834300.588225	8494064.370499998	7870973.62115	8901708.6895	8964828.026050001	8428042.010400001	4208170.921475002	5603325.92495	5615984.2956	6509727.395925	9594368.679925	6946272.679550001	6068303.482349998	9781110.3229	5796822.719075	11976011.69115	5905110.899525	10923815.515425	7259141.760950001	16326021.930125	9553198.561475	5898678.52525	2592969.082725	3688272.2207	16491535.141599998	6548854.032474998	9062998.9491	3595738.9803000004	12212123.89945	11729943.891825	4844868.914275	12752439.703375	4356490.37525	12359752.1151	2890480.1273	5484137.805525	3691064.4500750005	4399549.76325	3690437.22435	4564006.0177500015	9934363.57755	7005348.8045999985	4573746.63755	4635290.101225	5910204.029874999	12304005.011574997	5756850.812675	11490218.2074	13844636.320275	15246374.052500002	3057140.137525	3872993.193975	14277828.9129	3130955.610775	4441955.5466	12450272.428125	5277878.328624999	3676122.355275	3297535.334575	1683431.30305	3837408.274	3648617.605075	3316696.9925	3363002.6319999998	3885054.3077	6179964.125133333	3856154.593025	5829548.9764	5505228.173575	12193080.131375	6116409.358725	5071243.124225	6948308.482574998	6816190.635175	3375112.357325	2859336.063525	4714205.70645	2828971.224475	2701888.3673	3257999.4958	3035412.081325	5841325.286775	4299336.8962	8338048.595633333	3342059.47045	8584415.017025	4692322.344975	12707466.76925	8412425.506424999	11001791.180525	3659507.413425	1542552.675925
"[orf_trans_mod] GIP4/YAL031C SGDID:S000000029, Chr I from 87032-84750, reverse complement, Verified ORF, ""Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate"""	NA	NA	NA	NA	NA	NA	NA	NA	1886172.4574666664	NA	NA	NA	1897771.1134	NA	1657466.687366667	NA	6062470.341250001	2714160.58505	NA	NA	NA	2564370.682975	1029866.0615	NA	1344753.95565	986119.2787	NA	NA	NA	NA	NA	NA	NA	1875522.10675	NA	NA	4435197.023525	2159395.1598	NA	NA	NA	NA	1819064.1054	NA	NA	1452335.91665	NA	1323394.07085	NA	1558108.4630000002	NA	1729132.135	NA	NA	NA	NA	NA	NA	2272178.269425	NA	1530843.47335	2192454.30535	NA	NA	NA	3145400.130125	NA	NA	1269363.037075	1949713.863925	NA	NA	2199011.52115	NA	2106874.8574	NA	NA	NA	NA	NA	1801009.68395	NA	NA	NA	10728837.3044	NA	NA	6818847.900675	16053182.5279	NA	18298149.982675	NA	NA	23557189.184525	15465366.9691	NA	7339335.9914500015	NA	10754393.0283	9494875.567000002	19255104.656925	22552696.273475	5815384.114825	5453967.85595	11957613.183200002	6268598.884425	4507134.888275
"[orf_trans_mod] FUN19/YAL034C SGDID:S000002134, Chr I from 81952-80711, reverse complement, Verified ORF, ""Non-essential protein of unknown function"""	830752.4225	1414106.627075	NA	1322413.0743	NA	1079463.4499	1812389.7977	1004310.4908	NA	868375.1452	1142743.54215	1086022.7438	NA	831996.2715	NA	1621844.62205	1410923.0695	1628771.5124	1457618.1627	NA	1235352.57905	1894999.8165	456904.7126	815035.3414	1609473.9157	1240422.7863500002	1150274.3786	1087687.7739	1041369.875375	NA	876961.83295	1170937.2131	866419.9344	1157109.2358	1753934.8333	1862193.5007	1549204.1211	732046.3623	NA	1368437.873425	1335478.2072	2614842.9215333336	NA	2461318.9995	2666774.2438000003	1087134.6413	2005962.2123	1345516.6778666668	1161384.8313	NA	3038045.88565	993054.7279	NA	NA	NA	2177824.4297	2076198.62615	837643.8702	1876874.68615	1734323.6224333334	2249491.8204	1128581.687666667	2471560.4911333336	1671184.6731	3119154.404866667	1029691.0445	NA	2037410.13725	NA	711695.5912	2347555.7109250003	2306980.514	NA	NA	NA	NA	NA	NA	NA	NA	816509.7211	NA	NA	NA	NA	NA	NA	1200906.42125	NA	NA	NA	1647109.6775	NA	NA	NA	NA	NA	696052.4303	1252033.8688500002	473956.2958	1036712.25735	691609.253	1386142.31845	1014194.8212	1817308.994875	NA	NA
"[orf_trans_mod] MTW1/YAL034W-A SGDID:S000000032, Chr I from 79719-80588, Verified ORF, ""Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly"""	1747395.7709125	789788.4023	796588.0597249998	397664.37686666654	620813.8999666666	516247.939275	974958.4223666666	660535.847475	860972.7299500002	1771823.62505	1518248.7492000004	2232670.114425	1324088.711775	1454115.365675	1273301.3918249998	1273193.138533333	585463.1087666666	863984.6772749998	603506.4897500001	696944.53605	870838.0146750001	702805.4321750002	1709458.1359749998	1450011.6352	977231.02925	1675728.192475	673036.809525	1979948.9342	1640375.9526500003	1993994.78985	1788080.0936	3060188.5745	1265411.543	739716.42475	2029521.5699	787101.8184333333	2262575.134925	1549566.0126999996	1022465.8129	1347204.956475	506808.94023333327	568070.9196666668	1664591.8811249996	1001796.192825	543302.5640499999	1094724.8550999998	627952.5122	1017087.41075	588854.228975	860252.42075	427446.75393333327	1593081.87065	1217326.1411	814858.11375	1217952.668725	517811.54	576462.778375	1558481.3618249998	1846937.098475	314370.8372	2587217.77865	1901014.31735	986287.207575	1029952.494625	2018951.1685	573424.2431	545554.3460499999	849150.491025	574359.5939750001	1466309.2031	1247969.331975	382013.5232	1804022.86535	1654417.680875	1050474.575	896715.9677	1435249.609575	2456586.109875	1429115.682575	1555127.5835333334	1816188.02155	383256.26115	291691.9636	814608.2253999999	529110.1075500001	383395.41876666667	402168.1923	162229.36	NA	888417.66215	1803994.11895	1372185.856625	979139.011675	911201.9695666665	669670.7592	828539.9548	2234206.0238	752277.241425	1431029.0845	474164.23005	2263508.53295	888033.47065	2803254.852725	967237.775	2126667.3933	973785.5455	454620.7509333333
"[orf_trans_mod] FUN12/YAL035W SGDID:S000000033, Chr I from 76428-79436, Verified ORF, ""GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2"""	1964677.20498	1645584.40425	1920778.327025	1656089.545	1710283.7298750004	1670158.78475	1802114.534625	1622271.228225	1287693.3421	1594198.99855	1778085.398825	1673605.0435	730625.7777333334	1886977.114675	775072.5551	1770198.625875	1411748.81275	999963.35895	1574140.3185	1658152.2993	1079617.829225	1389679.627025	1096677.918125	1439010.54815	1123954.313275	1496219.15455	1094743.149575	1476103.726825	1119376.7899666668	1192233.348425	1377940.8735250002	1226845.3057666663	1848002.5683	1140120.004325	1669710.7037	1188143.2193333332	875234.9031	973313.6214	1727428.881575	2031310.36965	1720961.14785	2027126.533575	1306412.449625	2593052.162475	2488587.36625	2148591.552925	2199517.0692	3492680.604800001	1703102.900666667	834928.8183500002	1491933.9314	1288312.49815	2510781.92025	1944368.204825	2124411.08175	2162940.620875	1799695.7971	2371295.0679	1242375.71155	2210725.8558750004	1441840.317925	1304727.8807	2521189.8853	2268843.75915	1768333.348425	2832007.29615	2422340.8765	2429445.19975	1854930.360025	1806849.6443	2199728.1427	2049890.059575	1574830.040625	1651388.67975	1065657.99875	1966336.408675	1818447.05155	1631697.579375	1651509.8783999996	1551705.9959999996	1263290.991825	1478361.6179	1610322.558725	1666840.643775	1225831.885	1939436.6966	2059336.2677	1751468.62015	1205509.679425	1961148.54335	1160068.20655	1369193.9814	1539322.201825	1180017.069825	1163173.867675	1959132.767125	1674615.057125	2282934.302475	1384517.81795	1934042.07	791410.9428750002	1250210.8767666663	1923025.474075	1752322.9592000004	1304850.111625	1867452.0901	830212.506975
"[orf_trans_mod] CDC19/YAL038W SGDID:S000000036, Chr I from 71787-73289, Verified ORF, ""Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration"""	27014393.982870005	23050813.763070002	20193879.57305	16045768.350375	20600580.5544	24329525.48155	15593130.4029	18097742.070675	16875711.213875	21677403.5654	38770383.56290001	31525409.476375	23192672.02065	19558251.79405	24879516.961275	26237954.4602	34439325.969675004	27264351.318525	24354593.778275	21760786.5832	27671460.791550007	14837488.056425	22615818.508425	28435878.8897	17877696.32955	24821134.870775007	25187447.6523	25262476.052775	24158448.2908	27378175.620975006	35810660.447675005	30235820.4937	24645280.12445	27795137.22815	31183405.48045	22716793.067775	31744794.90035	27947267.800275	18587289.256075	26915210.882825	17534487.9374	15903748.8292	34428357.70865	18317821.8706	18401620.27145	25544932.269425	20946594.686925	24552430.014475	27678337.35225	26686926.163675006	24658845.553125	29418517.621	39199993.46605	39872991.66684999	32070800.628100004	20845479.052750006	23474005.995325	33829348.2651	31132837.828275006	21496364.884325	37009682.485625	33861016.140675	19538982.155925	20506174.8226	35436747.8866	18097632.430775	29036761.7219	28581274.537375	26606365.278925	32103550.462025	24310332.815975	20866704.2716	32047674.8708	40713069.90105	33949688.82965	25162803.81385	38132397.591975	36555646.236475	36391441.2605	31974228.545075007	37449290.472825	18065332.46485	22870633.31085	22005727.5623	26923271.496	29707108.046825	17450157.789274998	25140256.304350004	21836215.636375006	40075755.1831	35049673.466875	37072682.986675	28797883.5524	24831698.186625004	37496211.076475	40111421.6168	24877688.149	23591607.10925	25520873.91455	28165476.575975	26982614.4598	20238190.905425	38433067.5298	36410142.4814	24050768.664975	35622988.975925	30468850.352875
"[orf_trans_mod] CDC24/YAL041W SGDID:S000000039, Chr I from 62841-65405, Verified ORF, ""Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing"""	11604285.03219	NA	7171609.955124998	12369669.329775	2759308.102475	6978553.7038	6003091.60865	1358641.3272000002	1251590.3654	7199917.29495	5147050.758725	12138411.39755	9345447.89195	5658262.2504750015	5313287.48285	3382728.93355	6100851.45535	6035284.994650002	19709892.76285	8498497.247125	6456627.83115	9003362.006725	7970854.544424999	3447078.76335	3208944.92015	14923978.737925	8347962.891175	4941523.001125	9382751.556275	3915614.8668	3659127.029925	3124593.451375	6464052.2861	2170693.52245	5273526.685075001	6303234.3055	4239193.320175	8409830.506375	4203348.0026	1508351.814975	3358923.139175	12196969.36145	1894985.011975	9393293.759225	8178349.650425	4058921.089325	11486417.152575	12218208.1661	12573049.6164	7255272.99455	14097758.003325	3247524.424525	15449156.5336	5085604.221650002	11982482.696875	7374556.414325	2364455.05765	7731084.505875	6616665.7388	4775409.949525	10592442.553175	3925265.468075	3441652.2217000006	3691456.26505	4322430.735675	1703316.09345	12203940.4389	19411909.518775	7427759.4660749985	7304754.182325	4686976.162175	19322759.99615	9903936.1734	5549052.018825	3576528.76055	21062555.961425	6947179.04865	3597769.78635	7823789.233475	10775236.8643	12497374.1118	3512684.9332250007	3000482.424700001	3049224.903825	3221714.509475	2823472.074175	2726908.647475	4589668.266825	2835094.7722	1864050.1062	7773827.24515	4578850.054725002	5838640.82045	922386.8909	6511243.323574998	4569618.412975	7032601.730625	6072380.540675	9172822.79275	11547024.80035	NA	9205211.685775	1096084.669925	8269868.2632	8951039.433899999	6842719.226125	4431653.669
"[orf_trans_mod] GCV3/YAL044C SGDID:S000000042, Chr I from 58463-57951, reverse complement, Verified ORF, ""H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm"""	4472419.649549998	6211855.90542	5937749.4153499985	4209304.79285	3845879.507725	4022779.2956	3547407.400175	3115997.5083	8485498.6698	3255474.5771500007	3911950.5739999996	4260698.4146	11974931.221375	4967173.79655	8943524.477924999	2845725.206075	6158516.4153	6914792.3132	5453623.850225	4650280.9749	3785452.4631	5238772.6321	3930437.9362	4163073.42555	4990617.882866667	5270194.5501000015	5070061.410150001	3385972.936625	3542567.229425	3551630.440725	3528071.613975	3125905.845275	3790051.24125	7454381.207725	3685058.03785	5461670.12285	3252708.4748666673	12096955.51775	4880390.05105	3378285.042766666	5370858.0848	6047862.208975	8129189.77345	4332858.509175	4571051.258575	9636563.608825	5346307.006925	7963882.75595	4690539.241125	7781980.711375	10210127.051325	9505482.47535	7731130.324025001	8512302.125599999	7327409.954975	4813902.571825	5968673.388975	6505537.0794250015	8193099.457425	6784520.918575	5099468.105	7653011.3095	5520151.635375	5316209.3067000015	5518978.571350001	10284523.2446	8217810.813200002	6083833.5373	11234986.8448	7662390.68035	5723697.7163499985	6575872.369425002	9637447.45925	7020481.017966667	9905938.7344	4558053.820133333	4978559.25155	4895428.28945	6023003.2132	3219400.412825	6959986.748925	4247774.340075	3897906.585	5630353.53305	2720151.4034	4291711.41575	5447247.299	5622730.211566667	6956127.5938	6683272.19255	9486749.963225	4907421.7912	6136721.06685	8948956.519675003	7186196.8993	4230696.82495	7967442.19355	6626340.686900001	5171489.292400002	6920002.089625	6418695.8355	9531816.2991	4477820.196250001	5892456.710075	5701590.392975	6212846.892725	8511138.46385
"[orf_trans_mod] PEX22/YAL055W SGDID:S000000051, Chr I from 42178-42720, Verified ORF, ""Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation"""	13617660.632819999	10592531.18758	8709230.762249999	7541682.554666665	8076509.321775	9911758.462125	8108991.682375	8304142.35355	8756923.467975	9246940.991675	55825033.27545	11145298.628325	6464954.879625	9889995.946475	6312545.21225	53870830.10765	59665328.2168	7541700.485149999	24251901.60025	42596592.41115	37468823.6005	39692160.8849	31835114.546325	8354700.738899998	60782294.4231	9185807.060575	50609913.37055	58184959.18775	65352817.54685	62065242.45647501	11515106.1084	84236320.97965	10438565.20155	7250651.599075002	11516915.3285	81716263.66517499	80271631.32385	6791568.43825	12526776.484875	11731596.7271	9040079.88425	6175056.14035	5349535.957025	7238470.6099	6774603.643775001	6617148.0155	4654021.6666	6030519.3908250015	7628100.3532	5357335.026175	7816995.338833332	9415275.861275	7022963.239025001	7849450.695275	7796074.4146	7508587.365425	6730710.78165	11829189.911325	6883885.508025	7522558.485849999	7055976.566433333	8187981.8034000015	9417249.086775	6258685.94985	8935903.85895	10819700.834975	12814303.502075	6741450.305675	7378164.522600002	8737336.05435	6458877.896749998	7750202.70565	8926211.9492	6622808.663925	5993913.119075	5469906.2386	10600421.02765	10358101.807325	9144747.8748	6986824.867925	9908961.738425	11119890.54895	33986455.111525	34288060.695825	42539117.54512499	45532869.7341	39708298.073375	32251727.22715	45787052.2966	56663470.587	41847603.6098	48361247.9213	56625754.56842499	59912875.69065	69846817.48205	54400170.557175	27350531.421275	44351006.93799999	43148337.228275	48071960.15665	33680978.463825	60289794.75775	40605155.050575	57404279.3999	28962742.941575	37425667.12265	15995281.28115
"[orf_trans_mod] BDH1/YAL060W SGDID:S000000056, Chr I from 35156-36304, Verified ORF, ""NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source"""	NA	885304.9060600001	832362.8677749998	NA	NA	NA	NA	NA	2037489.310675	NA	NA	NA	1085007.5532	739278.9496500002	1072372.5495666666	NA	NA	519653.11086666654	681270.62635	668401.0392666665	NA	1256706.1303	679312.1994	NA	NA	NA	NA	NA	NA	NA	1195075.00875	515814.18945	NA	751722.239425	NA	395796.64045	NA	799663.140675	NA	NA	349953.9507	701116.7122	912033.4239	NA	NA	881186.5903	352797.92095	722322.189825	NA	1198627.883425	901595.5105000002	1370891.57565	304313.01385	542785.9811	225414.2906	NA	399520.723025	387329.9529	747684.6906499999	1093307.2826	527511.248725	896716.114225	NA	NA	1294941.904425	698833.2471249999	NA	NA	608181.345775	470746.5564	268669.22335	513466.46565	1455851.2477	453761.6886	1258966.51965	470554.5021	546278.1773	1286143.405325	NA	NA	2020018.3176	NA	NA	NA	NA	NA	599580.6013	216124.5754333333	285335.1391333333	536071.649175	361947.7726	NA	553262.093	1263459.9152	1565469.4676	NA	1436758.8367499998	480716.3966333334	567478.026775	NA	1454920.7092000004	845402.892	NA	NA	321540.16785	NA	679069.9573
"[orf_trans_mod] ADE1/YAR015W SGDID:S000000070, Chr I from 169370-170290, Verified ORF, ""N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine"""	856540.4119200001	500980.52705	NA	NA	NA	761531.0271	NA	NA	1370010.978375	625948.3189	NA	NA	1770442.087425	NA	1962665.645725	NA	NA	1393933.758175	NA	NA	NA	2625278.44105	NA	NA	NA	NA	NA	741725.3452	659575.1738	NA	NA	NA	NA	1060183.2204333332	NA	781912.1077	561682.8359	2203660.125725	698313.4701	NA	NA	912979.1969	2718515.411475	684482.33965	1059672.0415	2833602.715925	1380690.143975	2219499.754725	NA	3910961.3837	2981296.3281	2187393.05205	804320.1574333332	813405.129125	1231970.3935250002	NA	NA	877872.8850333333	2344085.32945	909290.4988	1459685.061525	1273715.1490749998	NA	NA	NA	1959937.741475	1806941.9974	1327724.8616666666	2383156.333425	2401162.634025	1620545.5068	644359.11995	2211798.2531000003	NA	1471506.553975	999268.823	NA	NA	NA	NA	961130.4089666669	647665.4154	NA	NA	NA	NA	727765.2534	748064.4919	2770974.286025	NA	2229635.185875	779341.9648	NA	1693122.872375	1126195.58975	526476.7664	1349886.277975	1040532.811325	1278468.0469	816382.4915	2471897.271225	2025715.35925	692807.08745	667834.3140666665	1667232.2577749996	753054.1833333331	1162401.160525
